Street,City,State,neighborhood_name,crime_rate
632100 Oak Avenue,Bridgeport,CT,South Norwalk,7.0
1125470 Alison Bridge,Bridgeport,CT,Downtown New London,3.2
343710 Santos Stream,Newark,CT,North New Haven,7.1
362100 Oak Avenue,Newark,CT,North New Haven,7.1
977272 Chad Valley,Newark,CT,Downtown New London,3.2
940602 Elm Circle,Syracuse,CT,North New Haven,7.1
463430 Maple Street,Syracuse,CT,East Hartford,2.7
197393 Elm Circle,Jersey City,CT,Downtown New London,3.2
135744 Cedar Lane,Trenton,CT,East Hartford,2.7
726587 Omar Park,Elizabeth,NJ,East Elizabeth,4.5
847372 Elm Circle,Elizabeth,NJ,South Trenton,1.0
600210 Elm Circle,Hartford,CT,South Norwalk,7.0
278464 Cedar Lane,Hartford,CT,Downtown New London,3.2
855551 Omar Park,Hartford,CT,Downtown New London,3.2
1180242 Maple Street,Syracuse,CT,Downtown Stamford,9.4
415679 Pine Drive,Syracuse,CT,North New Haven,7.1
819840 Pine Drive,Buffalo,NY,West Bronx,1.7
69597 Oak Avenue,Syracuse,CT,South Norwalk,7.0
173524 Alison Bridge,New York,NY,Lower East Side,6.8
1150843 Chad Valley,New York,NY,South Bronx,3.6
232560 Santos Stream,New York,NY,Northern Queens,9.3
701925 Elm Circle,Buffalo,NY,South Bronx,3.6
697594 Omar Park,Buffalo,NY,Downtown Manhattan,1.7
46626 Pine Drive,Buffalo,NY,North Staten Island,2.0
284896 Santos Stream,Hartford,CT,North New Haven,7.1
4916 Pine Drive,Hartford,CT,East Hartford,2.7
661740 Cedar Lane,Hartford,CT,Downtown New London,3.2
349604 Cedar Lane,Syracuse,CT,Downtown New London,3.2
852544 Pine Drive,Syracuse,CT,Downtown Stamford,9.4
19728 Elm Circle,Waterbury,CT,Downtown Stamford,9.4
973626 Omar Park,Waterbury,CT,Downtown Stamford,9.4
179075 Santos Stream,Waterbury,CT,North New Haven,7.1
774972 Dawson Terrace,Bridgeport,CT,South Norwalk,7.0
1044028 Dawson Terrace,Bridgeport,CT,North New Haven,7.1
689566 Elm Circle,Albany,CT,North New Haven,7.1
690123 Maple Street,Newark,CT,North New Haven,7.1
565440 Pine Drive,Hartford,CT,North New Haven,7.1
1047404 Elm Circle,Albany,CT,East Hartford,2.7
216108 Maple Street,Albany,CT,South Norwalk,7.0
1209439 Alison Bridge,Waterbury,CT,North New Haven,7.1
1051180 Maple Street,Waterbury,CT,North New Haven,7.1
734550 Maple Street,Waterbury,CT,North New Haven,7.1
995554 Oak Avenue,Syracuse,CT,North New Haven,7.1
483836 Cedar Lane,Syracuse,CT,South Norwalk,7.0
358176 Dawson Terrace,Syracuse,CT,East Hartford,2.7
726918 Pine Drive,New York,NY,South Staten Island,6.3
478750 Oak Avenue,New York,NY,Upper West Side,7.7
519165 Maple Street,Hartford,CT,Downtown New London,3.2
507060 Alison Bridge,Hartford,CT,South Norwalk,7.0
130312 Alison Bridge,New York,NY,Northern Queens,9.3
930468 Maple Street,Hartford,CT,Downtown Stamford,9.4
1247470 Cedar Lane,New York,NY,Downtown Manhattan,1.7
636792 Dawson Terrace,New Haven,CT,Downtown Stamford,9.4
50280 Oak Avenue,New Haven,CT,East Hartford,2.7
730898 Santos Stream,Hartford,CT,East Hartford,2.7
591730 Dawson Terrace,Hartford,CT,Downtown Stamford,9.4
1224720 Chad Valley,Newark,CT,Downtown Stamford,9.4
1197950 Chad Valley,Newark,CT,North New Haven,7.1
1024744 Chad Valley,Buffalo,NY,West Bronx,1.7
1187220 Dawson Terrace,Jersey City,CT,Downtown Stamford,9.4
765984 Cedar Lane,Jersey City,CT,East Hartford,2.7
163185 Maple Street,Elizabeth,NJ,Downtown Camden,1.3
873540 Pine Drive,Hartford,CT,Downtown Stamford,9.4
324352 Santos Stream,Hartford,CT,South Norwalk,7.0
708812 Omar Park,New York,NY,West Bronx,1.7
1115451 Oak Avenue,New York,NY,Downtown Manhattan,1.7
454660 Dawson Terrace,New York,NY,Downtown Manhattan,1.7
71176 Alison Bridge,Newark,CT,South Norwalk,7.0
560952 Alison Bridge,Jersey City,CT,East Hartford,2.7
570304 Santos Stream,Jersey City,CT,South Norwalk,7.0
847210 Alison Bridge,Buffalo,NY,North Staten Island,2.0
369750 Omar Park,New York,NY,Upper West Side,7.7
299860 Santos Stream,Hartford,CT,East Hartford,2.7
888792 Maple Street,Buffalo,NY,Upper East Side,8.0
853704 Chad Valley,Stamford,CT,East Hartford,2.7
200803 Alison Bridge,Stamford,CT,South Norwalk,7.0
611840 Chad Valley,Stamford,CT,Downtown Stamford,9.4
844179 Oak Avenue,Waterbury,CT,East Hartford,2.7
932014 Chad Valley,Waterbury,CT,North New Haven,7.1
106489 Dawson Terrace,Waterbury,CT,Downtown Stamford,9.4
1164588 Omar Park,New York,NY,Downtown Manhattan,1.7
323820 Omar Park,New York,NY,North Staten Island,2.0
945210 Elm Circle,Bridgeport,CT,Downtown Stamford,9.4
652509 Dawson Terrace,Bridgeport,CT,South Norwalk,7.0
627256 Alison Bridge,New York,NY,East Bronx,5.7
232020 Omar Park,New York,NY,West Bronx,1.7
51600 Chad Valley,New York,NY,Lower East Side,6.8
804293 Dawson Terrace,Rochester,CT,East Hartford,2.7
536180 Chad Valley,Rochester,CT,Downtown Stamford,9.4
724080 Alison Bridge,Rochester,CT,Downtown New London,3.2
292444 Omar Park,Waterbury,CT,East Hartford,2.7
303030 Chad Valley,Paterson,CT,East Hartford,2.7
816480 Alison Bridge,Paterson,CT,Downtown New London,3.2
1022036 Alison Bridge,Paterson,CT,South Norwalk,7.0
1114982 Pine Drive,Newark,CT,East Hartford,2.7
906702 Maple Street,Newark,CT,Downtown Stamford,9.4
127400 Elm Circle,Stamford,CT,North New Haven,7.1
948429 Chad Valley,Stamford,CT,East Hartford,2.7
312480 Dawson Terrace,Stamford,CT,North New Haven,7.1
157663 Santos Stream,Stamford,CT,Downtown New London,3.2
844992 Santos Stream,Paterson,CT,East Hartford,2.7
647280 Elm Circle,Bridgeport,CT,East Hartford,2.7
936402 Cedar Lane,New Haven,CT,North New Haven,7.1
595992 Maple Street,New Haven,CT,Downtown New London,3.2
847584 Maple Street,New Haven,CT,Downtown Stamford,9.4
1117886 Santos Stream,Rochester,CT,East Hartford,2.7
721810 Chad Valley,Rochester,CT,Downtown Stamford,9.4
975384 Elm Circle,Trenton,CT,South Norwalk,7.0
1053536 Pine Drive,Waterbury,CT,East Hartford,2.7
22321 Maple Street,Buffalo,NY,Downtown Manhattan,1.7
997326 Oak Avenue,Jersey City,CT,North New Haven,7.1
1059890 Alison Bridge,Jersey City,CT,Downtown New London,3.2
379008 Dawson Terrace,Jersey City,CT,Downtown Stamford,9.4
592650 Oak Avenue,Elizabeth,NJ,Mid New Brunswick,7.6
578602 Oak Avenue,Elizabeth,NJ,Downtown Camden,1.3
440546 Omar Park,Elizabeth,NJ,Downtown Camden,1.3
1148400 Omar Park,Paterson,CT,South Norwalk,7.0
50198 Elm Circle,Paterson,CT,Downtown Stamford,9.4
1107836 Alison Bridge,Rochester,CT,North New Haven,7.1
231525 Chad Valley,Rochester,CT,North New Haven,7.1
644788 Maple Street,Rochester,CT,East Hartford,2.7
132500 Cedar Lane,Syracuse,CT,Downtown Stamford,9.4
583440 Oak Avenue,Syracuse,CT,East Hartford,2.7
885109 Alison Bridge,Paterson,CT,Downtown New London,3.2
573696 Chad Valley,Paterson,CT,South Norwalk,7.0
1192113 Maple Street,Paterson,CT,East Hartford,2.7
692930 Alison Bridge,Elizabeth,NJ,Mid New Brunswick,7.6
1052821 Maple Street,Newark,CT,Downtown New London,3.2
1318680 Oak Avenue,Hartford,CT,East Hartford,2.7
673165 Alison Bridge,Hartford,CT,Downtown Stamford,9.4
672336 Maple Street,Hartford,CT,North New Haven,7.1
209595 Maple Street,Albany,CT,Downtown Stamford,9.4
777552 Cedar Lane,Albany,CT,Downtown New London,3.2
631064 Cedar Lane,Albany,CT,East Hartford,2.7
196686 Oak Avenue,Newark,CT,South Norwalk,7.0
1103336 Dawson Terrace,Newark,CT,Downtown New London,3.2
1179200 Dawson Terrace,Jersey City,CT,East Hartford,2.7
146169 Oak Avenue,Jersey City,CT,North New Haven,7.1
555588 Oak Avenue,Rochester,CT,North New Haven,7.1
88638 Santos Stream,Stamford,CT,Downtown New London,3.2
1166592 Chad Valley,Jersey City,CT,South Norwalk,7.0
812380 Cedar Lane,Jersey City,CT,South Norwalk,7.0
205938 Chad Valley,Syracuse,CT,Downtown Stamford,9.4
239766 Maple Street,Elizabeth,NJ,South Trenton,1.0
295212 Chad Valley,Elizabeth,NJ,East Elizabeth,4.5
661010 Omar Park,Bridgeport,CT,East Hartford,2.7
1282500 Pine Drive,Bridgeport,CT,South Norwalk,7.0
784931 Dawson Terrace,Bridgeport,CT,North New Haven,7.1
352872 Dawson Terrace,Hartford,CT,North New Haven,7.1
634557 Dawson Terrace,Hartford,CT,Downtown New London,3.2
353394 Maple Street,New Haven,CT,Downtown Stamford,9.4
750670 Oak Avenue,New Haven,CT,South Norwalk,7.0
334932 Pine Drive,New Haven,CT,South Norwalk,7.0
1274223 Elm Circle,Paterson,CT,North New Haven,7.1
1261582 Cedar Lane,Paterson,CT,Downtown Stamford,9.4
1005660 Pine Drive,Rochester,CT,Downtown Stamford,9.4
1164160 Cedar Lane,Rochester,CT,Downtown Stamford,9.4
340250 Elm Circle,Rochester,CT,Downtown Stamford,9.4
163440 Omar Park,Waterbury,CT,East Hartford,2.7
791903 Chad Valley,New Haven,CT,Downtown Stamford,9.4
1158036 Dawson Terrace,New Haven,CT,Downtown New London,3.2
192465 Cedar Lane,New Haven,CT,Downtown Stamford,9.4
797744 Elm Circle,Waterbury,CT,East Hartford,2.7
590544 Santos Stream,New Haven,CT,South Norwalk,7.0
603288 Omar Park,New Haven,CT,North New Haven,7.1
105413 Cedar Lane,Waterbury,CT,Downtown Stamford,9.4
184950 Omar Park,Waterbury,CT,Downtown Stamford,9.4
876069 Santos Stream,Waterbury,CT,South Norwalk,7.0
1282820 Omar Park,Elizabeth,NJ,Downtown Camden,1.3
774372 Omar Park,Elizabeth,NJ,South Trenton,1.0
244572 Dawson Terrace,Elizabeth,NJ,Downtown Camden,1.3
50875 Oak Avenue,Stamford,CT,East Hartford,2.7
787072 Cedar Lane,Hartford,CT,East Hartford,2.7
820692 Pine Drive,Hartford,CT,Downtown Stamford,9.4
1216774 Alison Bridge,Buffalo,NY,South Bronx,3.6
110320 Santos Stream,Buffalo,NY,East Bronx,5.7
474720 Alison Bridge,Buffalo,NY,Midtown West,6.1
1173850 Maple Street,Albany,CT,Downtown Stamford,9.4
345500 Oak Avenue,Elizabeth,NJ,Mid New Brunswick,7.6
71916 Maple Street,Elizabeth,NJ,South Trenton,1.0
1303728 Chad Valley,Elizabeth,NJ,Downtown Camden,1.3
831000 Omar Park,Stamford,CT,Downtown New London,3.2
148302 Chad Valley,New Haven,CT,Downtown Stamford,9.4
1022219 Oak Avenue,New Haven,CT,Downtown Stamford,9.4
809204 Elm Circle,New Haven,CT,Downtown Stamford,9.4
619494 Omar Park,New Haven,CT,South Norwalk,7.0
1143970 Maple Street,New Haven,CT,Downtown Stamford,9.4
685763 Elm Circle,New Haven,CT,East Hartford,2.7
494160 Alison Bridge,Elizabeth,NJ,Downtown Camden,1.3
1306634 Alison Bridge,Elizabeth,NJ,East Elizabeth,4.5
920040 Dawson Terrace,Elizabeth,NJ,Downtown Camden,1.3
647280 Omar Park,Paterson,CT,Downtown New London,3.2
526292 Elm Circle,New Haven,CT,South Norwalk,7.0
1209802 Pine Drive,Hartford,CT,East Hartford,2.7
459942 Alison Bridge,Hartford,CT,South Norwalk,7.0
265810 Pine Drive,Hartford,CT,South Norwalk,7.0
1289400 Alison Bridge,New Haven,CT,Downtown Stamford,9.4
472137 Maple Street,New York,NY,Midtown West,6.1
315450 Santos Stream,New York,NY,Upper East Side,8.0
681858 Chad Valley,Hartford,CT,South Norwalk,7.0
627588 Oak Avenue,Hartford,CT,South Norwalk,7.0
709525 Santos Stream,Hartford,CT,Downtown New London,3.2
1039034 Omar Park,Waterbury,CT,North New Haven,7.1
270144 Chad Valley,Waterbury,CT,North New Haven,7.1
1019392 Elm Circle,Newark,CT,Downtown New London,3.2
803130 Chad Valley,Jersey City,CT,Downtown New London,3.2
634500 Maple Street,Stamford,CT,South Norwalk,7.0
454342 Cedar Lane,Stamford,CT,North New Haven,7.1
1083004 Dawson Terrace,Stamford,CT,South Norwalk,7.0
500202 Pine Drive,Buffalo,NY,Northern Queens,9.3
35350 Cedar Lane,Buffalo,NY,Midtown East,2.1
530625 Alison Bridge,Hartford,CT,Downtown Stamford,9.4
433296 Cedar Lane,Hartford,CT,Downtown New London,3.2
1115179 Cedar Lane,New York,NY,South Bronx,3.6
1254930 Pine Drive,Bridgeport,CT,Downtown New London,3.2
110682 Pine Drive,Buffalo,NY,Lower West Side,1.5
391920 Oak Avenue,Buffalo,NY,Northern Queens,9.3
75313 Cedar Lane,Buffalo,NY,Upper East Side,8.0
995400 Elm Circle,Paterson,CT,North New Haven,7.1
412670 Pine Drive,Paterson,CT,North New Haven,7.1
254896 Chad Valley,Trenton,CT,Downtown Stamford,9.4
889200 Chad Valley,Bridgeport,CT,Downtown Stamford,9.4
115506 Dawson Terrace,Stamford,CT,East Hartford,2.7
89901 Dawson Terrace,Syracuse,CT,Downtown New London,3.2
951048 Elm Circle,Waterbury,CT,East Hartford,2.7
161477 Santos Stream,Waterbury,CT,North New Haven,7.1
989560 Pine Drive,Buffalo,NY,West Bronx,1.7
465075 Alison Bridge,Buffalo,NY,East Bronx,5.7
1089752 Chad Valley,Buffalo,NY,Midtown West,6.1
137568 Alison Bridge,New York,NY,Midtown East,2.1
434502 Cedar Lane,New York,NY,Lower East Side,6.8
520905 Omar Park,New York,NY,Lower West Side,1.5
749592 Chad Valley,Waterbury,CT,Downtown New London,3.2
1349343 Maple Street,Waterbury,CT,Downtown New London,3.2
484606 Oak Avenue,Newark,CT,Downtown New London,3.2
466236 Cedar Lane,New Haven,CT,North New Haven,7.1
178560 Dawson Terrace,New Haven,CT,North New Haven,7.1
185889 Chad Valley,Bridgeport,CT,South Norwalk,7.0
545076 Alison Bridge,Jersey City,CT,South Norwalk,7.0
1139970 Chad Valley,Elizabeth,NJ,South Trenton,1.0
909720 Pine Drive,Syracuse,CT,Downtown Stamford,9.4
1400205 Cedar Lane,Elizabeth,NJ,Downtown Camden,1.3
921102 Maple Street,Elizabeth,NJ,South Trenton,1.0
62221 Maple Street,Elizabeth,NJ,South Trenton,1.0
78192 Oak Avenue,Hartford,CT,East Hartford,2.7
1389591 Maple Street,Hartford,CT,North New Haven,7.1
716300 Elm Circle,Hartford,CT,Downtown Stamford,9.4
651499 Oak Avenue,Hartford,CT,North New Haven,7.1
1351812 Cedar Lane,Hartford,CT,North New Haven,7.1
398122 Dawson Terrace,Buffalo,NY,West Bronx,1.7
786614 Oak Avenue,Buffalo,NY,Downtown Brooklyn,4.8
469965 Pine Drive,Buffalo,NY,South Bronx,3.6
760032 Chad Valley,Buffalo,NY,Midtown West,6.1
42253 Oak Avenue,Buffalo,NY,South Staten Island,6.3
1162026 Chad Valley,Buffalo,NY,Midtown East,2.1
332652 Pine Drive,Buffalo,NY,East Bronx,5.7
1224940 Cedar Lane,Buffalo,NY,Upper East Side,8.0
574173 Chad Valley,New Haven,CT,Downtown New London,3.2
1267554 Omar Park,Rochester,CT,South Norwalk,7.0
450604 Cedar Lane,Rochester,CT,Downtown Stamford,9.4
1240008 Maple Street,Hartford,CT,East Hartford,2.7
638740 Alison Bridge,Hartford,CT,South Norwalk,7.0
1464534 Omar Park,Buffalo,NY,Lower West Side,1.5
940347 Chad Valley,Buffalo,NY,East Bronx,5.7
569584 Pine Drive,Buffalo,NY,Lower West Side,1.5
1085591 Dawson Terrace,Jersey City,CT,South Norwalk,7.0
1250970 Maple Street,Jersey City,CT,Downtown New London,3.2
432474 Oak Avenue,New York,NY,South Staten Island,6.3
1449920 Cedar Lane,New York,NY,Upper East Side,8.0
458103 Maple Street,New York,NY,Upper West Side,7.7
1440098 Elm Circle,Waterbury,CT,South Norwalk,7.0
901225 Santos Stream,Rochester,CT,South Norwalk,7.0
857556 Santos Stream,Elizabeth,NJ,South Trenton,1.0
1258404 Cedar Lane,Elizabeth,NJ,East Elizabeth,4.5
215788 Omar Park,Elizabeth,NJ,South Trenton,1.0
964308 Omar Park,Bridgeport,CT,North New Haven,7.1
1422280 Pine Drive,Bridgeport,CT,North New Haven,7.1
907853 Cedar Lane,Syracuse,CT,Downtown Stamford,9.4
892164 Pine Drive,Paterson,CT,North New Haven,7.1
35592 Alison Bridge,Paterson,CT,Downtown New London,3.2
636636 Oak Avenue,Paterson,CT,North New Haven,7.1
190080 Pine Drive,Albany,CT,East Hartford,2.7
814328 Alison Bridge,Albany,CT,Downtown New London,3.2
939784 Pine Drive,Albany,CT,Downtown New London,3.2
534192 Santos Stream,Albany,CT,North New Haven,7.1
23824 Pine Drive,New York,NY,Upper East Side,8.0
449980 Santos Stream,New York,NY,North Staten Island,2.0
1417941 Oak Avenue,Albany,CT,East Hartford,2.7
34316 Oak Avenue,Albany,CT,Downtown Stamford,9.4
1068988 Omar Park,Hartford,CT,South Norwalk,7.0
1162332 Pine Drive,Syracuse,CT,South Norwalk,7.0
321425 Santos Stream,Syracuse,CT,East Hartford,2.7
185504 Chad Valley,Syracuse,CT,East Hartford,2.7
670656 Oak Avenue,Paterson,CT,South Norwalk,7.0
852362 Omar Park,Paterson,CT,South Norwalk,7.0
178381 Maple Street,Paterson,CT,Downtown New London,3.2
531000 Pine Drive,Trenton,CT,South Norwalk,7.0
794029 Maple Street,Trenton,CT,Downtown Stamford,9.4
808076 Santos Stream,Hartford,CT,Downtown New London,3.2
551601 Elm Circle,Hartford,CT,North New Haven,7.1
440672 Cedar Lane,Hartford,CT,South Norwalk,7.0
180600 Pine Drive,Hartford,CT,East Hartford,2.7
521076 Omar Park,Hartford,CT,Downtown Stamford,9.4
1217656 Oak Avenue,Hartford,CT,Downtown New London,3.2
102544 Omar Park,Buffalo,NY,Lower West Side,1.5
276147 Pine Drive,Bridgeport,CT,North New Haven,7.1
437900 Omar Park,New York,NY,Upper West Side,7.7
1151382 Chad Valley,Waterbury,CT,South Norwalk,7.0
148176 Chad Valley,Waterbury,CT,North New Haven,7.1
329834 Elm Circle,Waterbury,CT,East Hartford,2.7
831186 Cedar Lane,Stamford,CT,Downtown Stamford,9.4
524190 Pine Drive,Rochester,CT,Downtown Stamford,9.4
1324984 Cedar Lane,Rochester,CT,Downtown Stamford,9.4
1025492 Maple Street,Waterbury,CT,Downtown New London,3.2
1047420 Omar Park,Paterson,CT,Downtown Stamford,9.4
820260 Omar Park,Paterson,CT,Downtown Stamford,9.4
1279840 Maple Street,Hartford,CT,South Norwalk,7.0
883701 Pine Drive,Hartford,CT,South Norwalk,7.0
902546 Cedar Lane,Hartford,CT,South Norwalk,7.0
1384407 Alison Bridge,Newark,CT,South Norwalk,7.0
1510284 Dawson Terrace,Newark,CT,South Norwalk,7.0
805200 Omar Park,Hartford,CT,North New Haven,7.1
65618 Maple Street,Hartford,CT,North New Haven,7.1
896349 Alison Bridge,Buffalo,NY,Lower West Side,1.5
470624 Pine Drive,Buffalo,NY,Lower East Side,6.8
1236961 Dawson Terrace,Newark,CT,Downtown Stamford,9.4
1433610 Santos Stream,Newark,CT,North New Haven,7.1
1142126 Maple Street,Trenton,CT,Downtown Stamford,9.4
516284 Omar Park,Trenton,CT,East Hartford,2.7
591738 Dawson Terrace,Buffalo,NY,Upper West Side,7.7
1434290 Dawson Terrace,Bridgeport,CT,North New Haven,7.1
397565 Pine Drive,Bridgeport,CT,North New Haven,7.1
339456 Oak Avenue,New York,NY,East Bronx,5.7
1189638 Chad Valley,Stamford,CT,Downtown New London,3.2
795146 Cedar Lane,Jersey City,CT,South Norwalk,7.0
674082 Maple Street,Jersey City,CT,Downtown New London,3.2
993300 Omar Park,Jersey City,CT,East Hartford,2.7
1439294 Pine Drive,Rochester,CT,Downtown New London,3.2
1511160 Alison Bridge,Rochester,CT,East Hartford,2.7
1218970 Cedar Lane,Rochester,CT,East Hartford,2.7
1080800 Alison Bridge,Hartford,CT,South Norwalk,7.0
466590 Pine Drive,Hartford,CT,South Norwalk,7.0
377224 Cedar Lane,Stamford,CT,Downtown New London,3.2
1505231 Omar Park,Syracuse,CT,South Norwalk,7.0
294120 Pine Drive,Bridgeport,CT,North New Haven,7.1
805480 Chad Valley,Bridgeport,CT,Downtown New London,3.2
35650 Alison Bridge,Trenton,CT,Downtown Stamford,9.4
1146189 Omar Park,Albany,CT,Downtown New London,3.2
1222976 Maple Street,Albany,CT,North New Haven,7.1
745440 Oak Avenue,Albany,CT,Downtown Stamford,9.4
306138 Santos Stream,Albany,CT,Downtown New London,3.2
510040 Oak Avenue,Albany,CT,East Hartford,2.7
742212 Chad Valley,New York,NY,Midtown East,2.1
555849 Chad Valley,New York,NY,South Staten Island,6.3
1439592 Alison Bridge,New York,NY,Northern Queens,9.3
1049207 Maple Street,Bridgeport,CT,Downtown Stamford,9.4
627120 Pine Drive,Bridgeport,CT,South Norwalk,7.0
875721 Pine Drive,Paterson,CT,Downtown New London,3.2
118712 Chad Valley,Bridgeport,CT,North New Haven,7.1
153174 Santos Stream,Jersey City,CT,Downtown Stamford,9.4
552092 Omar Park,Newark,CT,Downtown Stamford,9.4
145545 Oak Avenue,New York,NY,Lower East Side,6.8
28188 Omar Park,New York,NY,Upper West Side,7.7
311833 Pine Drive,Paterson,CT,South Norwalk,7.0
980000 Pine Drive,Stamford,CT,Downtown Stamford,9.4
513063 Oak Avenue,Paterson,CT,East Hartford,2.7
455300 Omar Park,Paterson,CT,Downtown Stamford,9.4
361330 Elm Circle,Paterson,CT,South Norwalk,7.0
1100400 Pine Drive,Trenton,CT,North New Haven,7.1
475046 Alison Bridge,Trenton,CT,Downtown New London,3.2
399796 Alison Bridge,Trenton,CT,South Norwalk,7.0
965475 Pine Drive,New York,NY,West Bronx,1.7
1514536 Cedar Lane,New York,NY,East Bronx,5.7
258628 Cedar Lane,New York,NY,West Bronx,1.7
440262 Omar Park,Albany,CT,North New Haven,7.1
1332676 Pine Drive,Albany,CT,Downtown New London,3.2
115340 Dawson Terrace,Newark,CT,Downtown New London,3.2
1125672 Chad Valley,Hartford,CT,North New Haven,7.1
341712 Santos Stream,Rochester,CT,South Norwalk,7.0
758257 Pine Drive,Rochester,CT,Downtown Stamford,9.4
1580832 Maple Street,Trenton,CT,Downtown Stamford,9.4
196540 Omar Park,Trenton,CT,South Norwalk,7.0
662948 Dawson Terrace,Trenton,CT,East Hartford,2.7
336444 Omar Park,Albany,CT,South Norwalk,7.0
1033788 Dawson Terrace,Bridgeport,CT,Downtown Stamford,9.4
147777 Omar Park,Waterbury,CT,Downtown New London,3.2
119250 Santos Stream,Syracuse,CT,Downtown New London,3.2
407296 Santos Stream,Syracuse,CT,Downtown New London,3.2
886744 Omar Park,Albany,CT,Downtown New London,3.2
22302 Santos Stream,Albany,CT,Downtown New London,3.2
165776 Pine Drive,Albany,CT,North New Haven,7.1
149930 Maple Street,Trenton,CT,East Hartford,2.7
1066128 Elm Circle,Trenton,CT,Downtown New London,3.2
333773 Oak Avenue,Buffalo,NY,East Bronx,5.7
733482 Santos Stream,New York,NY,East Bronx,5.7
1215240 Santos Stream,New York,NY,West Bronx,1.7
460800 Alison Bridge,Waterbury,CT,East Hartford,2.7
1224765 Oak Avenue,Waterbury,CT,South Norwalk,7.0
1089360 Cedar Lane,Waterbury,CT,Downtown Stamford,9.4
1376977 Pine Drive,Waterbury,CT,Downtown New London,3.2
341652 Chad Valley,Waterbury,CT,Downtown New London,3.2
251985 Cedar Lane,Waterbury,CT,Downtown New London,3.2
173448 Pine Drive,Paterson,CT,North New Haven,7.1
1439872 Pine Drive,Paterson,CT,Downtown Stamford,9.4
992136 Pine Drive,Paterson,CT,Downtown New London,3.2
241350 Maple Street,Stamford,CT,Downtown Stamford,9.4
727720 Chad Valley,Waterbury,CT,South Norwalk,7.0
989154 Chad Valley,Waterbury,CT,South Norwalk,7.0
535184 Alison Bridge,Waterbury,CT,Downtown New London,3.2
9678 Omar Park,Rochester,CT,Downtown New London,3.2
4842 Oak Avenue,Stamford,CT,South Norwalk,7.0
1106275 Oak Avenue,Stamford,CT,South Norwalk,7.0
1557824 Alison Bridge,Stamford,CT,Downtown Stamford,9.4
918456 Maple Street,Rochester,CT,South Norwalk,7.0
540412 Elm Circle,Newark,CT,Downtown New London,3.2
1219107 Elm Circle,Newark,CT,South Norwalk,7.0
1108080 Santos Stream,Albany,CT,Downtown Stamford,9.4
1617758 Santos Stream,Albany,CT,East Hartford,2.7
1197036 Santos Stream,Syracuse,CT,East Hartford,2.7
194760 Santos Stream,Syracuse,CT,Downtown Stamford,9.4
1002008 Dawson Terrace,Stamford,CT,Downtown Stamford,9.4
823875 Maple Street,Bridgeport,CT,Downtown New London,3.2
653652 Maple Street,Bridgeport,CT,South Norwalk,7.0
252185 Maple Street,Bridgeport,CT,South Norwalk,7.0
1628 Santos Stream,Hartford,CT,South Norwalk,7.0
1427004 Cedar Lane,Newark,CT,South Norwalk,7.0
914430 Santos Stream,Syracuse,CT,Downtown New London,3.2
1099294 Oak Avenue,Newark,CT,South Norwalk,7.0
321504 Maple Street,Newark,CT,Downtown New London,3.2
955305 Oak Avenue,Newark,CT,Downtown Stamford,9.4
472226 Chad Valley,Syracuse,CT,Downtown Stamford,9.4
186390 Chad Valley,Trenton,CT,East Hartford,2.7
930884 Omar Park,Trenton,CT,Downtown Stamford,9.4
1578068 Maple Street,Buffalo,NY,East Bronx,5.7
904176 Alison Bridge,Buffalo,NY,South Staten Island,6.3
867031 Santos Stream,Bridgeport,CT,North New Haven,7.1
1129960 Dawson Terrace,Bridgeport,CT,North New Haven,7.1
1230750 Chad Valley,Bridgeport,CT,North New Haven,7.1
1285686 Chad Valley,Syracuse,CT,North New Haven,7.1
49290 Alison Bridge,Trenton,CT,South Norwalk,7.0
271260 Chad Valley,Trenton,CT,Downtown Stamford,9.4
590555 Maple Street,Trenton,CT,South Norwalk,7.0
477340 Chad Valley,New York,NY,South Staten Island,6.3
370575 Chad Valley,New York,NY,North Staten Island,2.0
28016 Santos Stream,New York,NY,Downtown Brooklyn,4.8
1167492 Maple Street,New York,NY,Lower East Side,6.8
1024650 Elm Circle,New York,NY,Midtown West,6.1
28067 Pine Drive,New York,NY,Downtown Brooklyn,4.8
270928 Chad Valley,Rochester,CT,North New Haven,7.1
1031472 Pine Drive,Rochester,CT,South Norwalk,7.0
693026 Chad Valley,Waterbury,CT,East Hartford,2.7
1608660 Omar Park,Elizabeth,NJ,Downtown Camden,1.3
369288 Omar Park,Elizabeth,NJ,Mid New Brunswick,7.6
425849 Chad Valley,Elizabeth,NJ,East Elizabeth,4.5
830658 Pine Drive,Elizabeth,NJ,East Elizabeth,4.5
1226001 Santos Stream,Elizabeth,NJ,Mid New Brunswick,7.6
378480 Cedar Lane,Newark,CT,Downtown Stamford,9.4
1342088 Cedar Lane,Newark,CT,Downtown New London,3.2
383922 Santos Stream,Newark,CT,Downtown New London,3.2
681830 Elm Circle,Hartford,CT,East Hartford,2.7
1549184 Cedar Lane,Hartford,CT,Downtown New London,3.2
1245420 Santos Stream,Hartford,CT,South Norwalk,7.0
961282 Dawson Terrace,Syracuse,CT,Downtown New London,3.2
438421 Elm Circle,New York,NY,Downtown Brooklyn,4.8
1446156 Oak Avenue,Jersey City,CT,Downtown Stamford,9.4
887908 Alison Bridge,Jersey City,CT,Downtown Stamford,9.4
1215760 Pine Drive,Stamford,CT,North New Haven,7.1
